Post id,Date,Post text,Link,Impressions,Likes,Engagements,Bookmarks,Share,New follows,Replies,Reposts,Profile visits,Detail expands,Url clicks,Hashtag clicks,Permalink clicks,is_thread_start,is_link_tweet,is_discussion_tweet,thread_id
1847445624960229420,2024-10-18,"𝗕𝗲𝗻𝗶𝗴𝗻 𝗢𝘃𝗲𝗿𝗳𝗶𝘁𝘁𝗶𝗻𝗴 𝗶𝗻 𝗦𝗶𝗻𝗴𝗹𝗲-𝗛𝗲𝗮𝗱 𝗔𝘁𝘁𝗲𝗻𝘁𝗶𝗼𝗻 (Oct 10, 2024): In a single-head softmax attention model, benign overfitting—where the model perfectly fits noisy training data while maintaining high test performance—can occur after just two https://t.co/QWldVti3SC",https://x.com/GptMaestro/status/1847445624960229420,25,0,5,2,0,0,1,0,1,2,1,0,0,True,False,False,
1847445627132924417,2024-10-18,arxiv link: https://t.co/QuZPFuUqui llmpedia link: https://t.co/HjfrlgByRS,https://x.com/GptMaestro/status/1847445627132924417,11,0,2,0,0,0,0,0,0,0,2,0,0,False,True,False,
1847533596183236657,2024-10-19,"𝗟𝗼𝗼𝗸𝗶𝗻𝗴 𝗜𝗻𝘄𝗮𝗿𝗱: 𝗟𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗠𝗼𝗱𝗲𝗹𝘀 𝗖𝗮𝗻 𝗟𝗲𝗮𝗿𝗻 𝗔𝗯𝗼𝘂𝘁 𝗧𝗵𝗲𝗺𝘀𝗲𝗹𝘃𝗲𝘀 𝗯𝘆 𝗜𝗻𝘁𝗿𝗼𝘀𝗽𝗲𝗰𝘁𝗶𝗼𝗻 (Oct 17, 2024): Introspection in LLMs refers to their ability to understand internal states not solely derived from training data. LLMs https://t.co/RofGlWaI4L",https://x.com/GptMaestro/status/1847533596183236657,39,1,8,1,0,0,1,0,1,2,1,0,0,True,False,False,4
1847533598238527624,2024-10-19,arxiv link: https://t.co/rwAudOU4Lp llmpedia link: https://t.co/KjfNWgQjnd,https://x.com/GptMaestro/status/1847533598238527624,16,1,3,0,0,0,1,0,0,0,1,0,0,False,True,False,4
1847628262610260068,2024-10-19,"𝗗𝗼 𝗟𝗟𝗠𝘀 𝗛𝗮𝘃𝗲 𝗣𝗼𝗹𝗶𝘁𝗶𝗰𝗮𝗹 𝗖𝗼𝗿𝗿𝗲𝗰𝘁𝗻𝗲𝘀𝘀? 𝗔𝗻𝗮𝗹𝘆𝘇𝗶𝗻𝗴 𝗘𝘁𝗵𝗶𝗰𝗮𝗹 𝗕𝗶𝗮𝘀𝗲𝘀 𝗮𝗻𝗱 𝗝𝗮𝗶𝗹𝗯𝗿𝗲𝗮𝗸 𝗩𝘂𝗹𝗻𝗲𝗿𝗮𝗯𝗶𝗹𝗶𝘁𝗶𝗲𝘀 𝗶𝗻 𝗔𝗜 𝗦𝘆𝘀𝘁𝗲𝗺𝘀 (Oct 17, 2024): Safety measures in Large Language Models (LLMs) paradoxically create https://t.co/a2DfrTk8Pj",https://x.com/GptMaestro/status/1847628262610260068,23,1,5,0,0,0,2,0,0,2,0,0,0,True,False,False,
1847628264912896254,2024-10-19,arxiv link: https://t.co/t9itdeOJGz llmpedia link: https://t.co/EQGAiQWEnH,https://x.com/GptMaestro/status/1847628264912896254,9,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,
1847667099143196876,2024-10-19,related discussion: https://t.co/KLsFGDhIii,https://x.com/GptMaestro/status/1847667099143196876,16,0,1,0,0,0,0,0,0,1,0,0,0,False,False,True,4
1847667682457637106,2024-10-19,related discussion: https://t.co/5DIBFZ49cw,https://x.com/GptMaestro/status/1847667682457637106,16,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,
1847680111778345090,2024-10-19,"𝗖𝗵𝗿𝗼𝗞𝗻𝗼𝘄𝗹𝗲𝗱𝗴𝗲: 𝗨𝗻𝘃𝗲𝗶𝗹𝗶𝗻𝗴 𝗖𝗵𝗿𝗼𝗻𝗼𝗹𝗼𝗴𝗶𝗰𝗮𝗹 𝗞𝗻𝗼𝘄𝗹𝗲𝗱𝗴𝗲 𝗼𝗳 𝗟𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗠𝗼𝗱𝗲𝗹𝘀 𝗶𝗻 𝗠𝘂𝗹𝘁𝗶𝗽𝗹𝗲 𝗗𝗼𝗺𝗮𝗶𝗻𝘀 (Oct 13, 2024): CHROKNOWBENCH, a new benchmark dataset, reveals Large Language Models (LLMs) often struggle with https://t.co/rruBXQMY5M",https://x.com/GptMaestro/status/1847680111778345090,23,0,3,1,0,0,1,0,0,2,0,0,0,True,False,False,5
1847680113657479638,2024-10-19,arxiv link: https://t.co/FaQDRHt4Ak llmpedia link: https://t.co/Djwr6ERsLU,https://x.com/GptMaestro/status/1847680113657479638,7,0,3,0,0,0,0,0,0,1,2,0,0,False,True,False,5
1847749346118242388,2024-10-19,"𝗖𝗮𝗻 𝗧𝗿𝗮𝗻𝘀𝗳𝗼𝗿𝗺𝗲𝗿𝘀 𝗥𝗲𝗮𝘀𝗼𝗻 𝗟𝗼𝗴𝗶𝗰𝗮𝗹𝗹𝘆? 𝗔 𝗦𝘁𝘂𝗱𝘆 𝗶𝗻 𝗦𝗔𝗧 𝗦𝗼𝗹𝘃𝗶𝗻𝗴 (Oct 09, 2024): A decoder-only Transformer model demonstrates effective logical reasoning by solving Boolean satisfiability (SAT) problems, specifically 3-SAT instances with https://t.co/7Qzf5VbEqe",https://x.com/GptMaestro/status/1847749346118242388,53,1,7,0,0,0,2,0,1,3,0,0,0,True,False,False,
1847750941803495736,2024-10-19,arxiv link: https://t.co/UjSA0YVmmm llmpedia link: https://t.co/0L7bJZsrSy,https://x.com/GptMaestro/status/1847750941803495736,8,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,
1847798082013950224,2024-10-19,"𝗣𝗲𝗿𝘀𝗶𝘀𝘁𝗲𝗻𝘁 𝗣𝗿𝗲-𝗧𝗿𝗮𝗶𝗻𝗶𝗻𝗴 𝗣𝗼𝗶𝘀𝗼𝗻𝗶𝗻𝗴 𝗼𝗳 𝗟𝗟𝗠𝘀 (Oct 17, 2024): Inserting malicious data into just 0.001% of a language model's pre-training dataset enables effective denial-of-service attacks that persist through post-training alignment. This https://t.co/5fycexgq1e",https://x.com/GptMaestro/status/1847798082013950224,34,0,3,1,0,0,1,0,0,2,0,0,0,True,False,False,
1847798992186347635,2024-10-19,arxiv link: https://t.co/zM8mK8IRd6 llmpedia link: https://t.co/JnH0FNhsS0,https://x.com/GptMaestro/status/1847798992186347635,6,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,
1848008883622858971,2024-10-20,"𝗜𝗻𝘀𝗶𝗴𝗵𝘁𝘀 𝗳𝗿𝗼𝗺 𝘁𝗵𝗲 𝗜𝗻𝘃𝗲𝗿𝘀𝗲: 𝗥𝗲𝗰𝗼𝗻𝘀𝘁𝗿𝘂𝗰𝘁𝗶𝗻𝗴 𝗟𝗟𝗠 𝗧𝗿𝗮𝗶𝗻𝗶𝗻𝗴 𝗚𝗼𝗮𝗹𝘀 𝗧𝗵𝗿𝗼𝘂𝗴𝗵 𝗜𝗻𝘃𝗲𝗿𝘀𝗲 𝗥𝗟 (Oct 16, 2024): Applying Inverse Reinforcement Learning (IRL) to Large Language Models (LLMs) reveals challenges in understanding https://t.co/8Tdl5nvD1t",https://x.com/GptMaestro/status/1848008883622858971,34,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,6
1848044227814703368,2024-10-20,"𝗪𝗼𝗿𝗱𝟮𝗪𝗼𝗿𝗹𝗱: 𝗚𝗲𝗻𝗲𝗿𝗮𝘁𝗶𝗻𝗴 𝗦𝘁𝗼𝗿𝗶𝗲𝘀 𝗮𝗻𝗱 𝗪𝗼𝗿𝗹𝗱𝘀 𝘁𝗵𝗿𝗼𝘂𝗴𝗵 𝗟𝗮𝗿𝗴𝗲 𝗟𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗠𝗼𝗱𝗲𝗹𝘀 (May 06, 2024): Word2World uses LLMs to generate playable 2D game levels from stories. The system extracts key information (characters, tiles, https://t.co/vQBQlwH4fx",https://x.com/GptMaestro/status/1848044227814703368,18,0,2,1,0,0,1,0,0,1,0,0,0,True,False,False,
1848044230146408862,2024-10-20,arxiv link: https://t.co/zLP6F2bICH llmpedia link: https://t.co/5q6yPqwfCc repo: https://t.co/iitvhEYLUq,https://x.com/GptMaestro/status/1848044230146408862,10,0,1,0,0,0,1,0,0,0,0,0,0,False,True,True,6
1848044231677628922,2024-10-20,related discussion: https://t.co/rbntBkLndw,https://x.com/GptMaestro/status/1848044231677628922,20,0,2,0,0,0,0,0,0,2,0,0,0,False,False,True,6
1848370497706160623,2024-10-21,"𝗙𝗮𝗶𝗹𝗶𝗻𝗴 𝗙𝗼𝗿𝘄𝗮𝗿𝗱: 𝗜𝗺𝗽𝗿𝗼𝘃𝗶𝗻𝗴 𝗚𝗲𝗻𝗲𝗿𝗮𝘁𝗶𝘃𝗲 𝗘𝗿𝗿𝗼𝗿 𝗖𝗼𝗿𝗿𝗲𝗰𝘁𝗶𝗼𝗻 𝗳𝗼𝗿 𝗔𝗦𝗥 𝘄𝗶𝘁𝗵 𝗦𝘆𝗻𝘁𝗵𝗲𝘁𝗶𝗰 𝗗𝗮𝘁𝗮 𝗮𝗻𝗱 𝗥𝗲𝘁𝗿𝗶𝗲𝘃𝗮𝗹 𝗔𝘂𝗴𝗺𝗲𝗻𝘁𝗮𝘁𝗶𝗼𝗻 (Oct 17, 2024): Generative Error Correction (GEC) for Automatic Speech https://t.co/h8lA8HIDi3",https://x.com/GptMaestro/status/1848370497706160623,59,0,4,1,0,0,1,0,0,2,0,0,0,True,False,False,7
1848572174069637474,2024-10-21,"𝗠𝗮𝘁𝗵𝗖𝗼𝗱𝗲𝗿𝟮: 𝗕𝗲𝘁𝘁𝗲𝗿 𝗠𝗮𝘁𝗵 𝗥𝗲𝗮𝘀𝗼𝗻𝗶𝗻𝗴 𝗳𝗿𝗼𝗺 𝗖𝗼𝗻𝘁𝗶𝗻𝘂𝗲𝗱 𝗣𝗿𝗲𝘁𝗿𝗮𝗶𝗻𝗶𝗻𝗴 𝗼𝗻 𝗠𝗼𝗱𝗲𝗹-𝘁𝗿𝗮𝗻𝘀𝗹𝗮𝘁𝗲𝗱 𝗠𝗮𝘁𝗵𝗲𝗺𝗮𝘁𝗶𝗰𝗮𝗹 𝗖𝗼𝗱𝗲 (Oct 10, 2024): Integrating mathematical code with natural language reasoning in pretraining https://t.co/BFKSfM1Ais",https://x.com/GptMaestro/status/1848572174069637474,35,0,2,1,0,0,1,0,0,1,0,0,0,True,False,False,
1848572432593854493,2024-10-21,arxiv link: https://t.co/SOvzJerBNt llmpedia link: https://t.co/YRcM9ECvHx,https://x.com/GptMaestro/status/1848572432593854493,13,0,1,0,0,0,0,0,0,1,0,0,0,False,True,False,7
1848572563380732369,2024-10-21,arxiv link: https://t.co/27pBd1hF7K llmpedia link: https://t.co/e8pZzVxozf,https://x.com/GptMaestro/status/1848572563380732369,9,1,2,0,0,0,0,0,0,1,0,0,0,False,True,False,
1849099264536043538,2024-10-23,"𝗧𝗲𝗮𝗰𝗵𝗶𝗻𝗴 𝗠𝗼𝗱𝗲𝗹𝘀 𝘁𝗼 𝗕𝗮𝗹𝗮𝗻𝗰𝗲 𝗥𝗲𝘀𝗶𝘀𝘁𝗶𝗻𝗴 𝗮𝗻𝗱 𝗔𝗰𝗰𝗲𝗽𝘁𝗶𝗻𝗴 𝗣𝗲𝗿𝘀𝘂𝗮𝘀𝗶𝗼𝗻 (Oct 18, 2024): In multi-agent debates using large language models, the order of responses significantly influences outcomes. When pairing a stronger Llama-3.1-70B https://t.co/YkewFullFX",https://x.com/GptMaestro/status/1849099264536043538,51,1,7,0,0,0,1,0,2,3,0,0,0,True,False,False,
1849099266163405167,2024-10-23,arxiv link: https://t.co/RXcvCu85Up llmpedia link: https://t.co/V8gBJzcDVY repo: https://t.co/kiEYjTLTEP,https://x.com/GptMaestro/status/1849099266163405167,25,0,1,0,0,0,1,0,0,0,0,0,0,False,True,True,
1849453100488421634,2024-10-24,"𝗛𝗼𝘄 𝗗𝗼 𝗠𝘂𝗹𝘁𝗶𝗹𝗶𝗻𝗴𝘂𝗮𝗹 𝗠𝗼𝗱𝗲𝗹𝘀 𝗥𝗲𝗺𝗲𝗺𝗯𝗲𝗿? 𝗜𝗻𝘃𝗲𝘀𝘁𝗶𝗴𝗮𝘁𝗶𝗻𝗴 𝗠𝘂𝗹𝘁𝗶𝗹𝗶𝗻𝗴𝘂𝗮𝗹 𝗙𝗮𝗰𝘁𝘂𝗮𝗹 𝗥𝗲𝗰𝗮𝗹𝗹 𝗠𝗲𝗰𝗵𝗮𝗻𝗶𝘀𝗺𝘀 (Oct 18, 2024): Multilingual Large Language Models (LLMs) encode core semantic information https://t.co/PYk5IKnM5d",https://x.com/GptMaestro/status/1849453100488421634,25,0,4,0,0,0,1,0,0,3,0,0,0,True,False,False,8
1849510466596503984,2024-10-24,"𝗗𝗼 𝗟𝗟𝗠𝘀 𝗲𝘀𝘁𝗶𝗺𝗮𝘁𝗲 𝘂𝗻𝗰𝗲𝗿𝘁𝗮𝗶𝗻𝘁𝘆 𝘄𝗲𝗹𝗹 𝗶𝗻 𝗶𝗻𝘀𝘁𝗿𝘂𝗰𝘁𝗶𝗼𝗻-𝗳𝗼𝗹𝗹𝗼𝘄𝗶𝗻𝗴? (Oct 18, 2024): Large Language Models (LLMs) struggle to accurately assess their own confidence when following instructions. For example, when asked to ""Summarize this https://t.co/uUDVe06NSe",https://x.com/GptMaestro/status/1849510466596503984,27,0,2,1,0,0,1,0,0,0,0,0,0,True,False,False,
1849510468282671401,2024-10-24,arxiv link: https://t.co/lPZO4DXg31 llmpedia link: https://t.co/QhJJ8QUsWi,https://x.com/GptMaestro/status/1849510468282671401,4,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,8
1849521422672212465,2024-10-24,arxiv link: https://t.co/REE7LBCfEu llmpedia link: https://t.co/IYy3BahxLT,https://x.com/GptMaestro/status/1849521422672212465,10,0,1,0,0,0,1,0,0,0,0,0,0,False,True,False,
1849521494117974395,2024-10-24,related discussion: https://t.co/wBESVgMaaM,https://x.com/GptMaestro/status/1849521494117974395,24,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,8
1849521673097314506,2024-10-24,related discussion: https://t.co/TTFgaQ4ZUH,https://x.com/GptMaestro/status/1849521673097314506,21,1,4,0,0,0,0,0,0,3,0,0,0,False,False,True,
1849675435589906794,2024-10-24,"𝗗𝗶𝘃𝗲𝗿𝗴𝗶𝗻𝗴 𝗣𝗿𝗲𝗳𝗲𝗿𝗲𝗻𝗰𝗲𝘀: 𝗪𝗵𝗲𝗻 𝗱𝗼 𝗔𝗻𝗻𝗼𝘁𝗮𝘁𝗼𝗿𝘀 𝗗𝗶𝘀𝗮𝗴𝗿𝗲𝗲 𝗮𝗻𝗱 𝗱𝗼 𝗠𝗼𝗱𝗲𝗹𝘀 𝗞𝗻𝗼𝘄? (Oct 18, 2024): Analysis of human-labeled preference datasets reveals that 30% of examples show significant annotator disagreement in areas like https://t.co/8VmzdSGh8M",https://x.com/GptMaestro/status/1849675435589906794,39,0,1,0,0,0,1,0,0,0,0,0,0,True,False,False,9
1849675437804486662,2024-10-24,arxiv link: https://t.co/t1CSa9MU24 llmpedia link: https://t.co/7Yi4v2WzJH,https://x.com/GptMaestro/status/1849675437804486662,6,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,9
1849858547972178280,2024-10-25,"𝗙𝗶𝗻𝗲-𝗧𝘂𝗻𝗶𝗻𝗴 𝗟𝗮𝗿𝗴𝗲 𝗟𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗠𝗼𝗱𝗲𝗹𝘀 𝘁𝗼 𝗔𝗽𝗽𝗿𝗼𝗽𝗿𝗶𝗮𝘁𝗲𝗹𝘆 𝗔𝗯𝘀𝘁𝗮𝗶𝗻 𝘄𝗶𝘁𝗵 𝗦𝗲𝗺𝗮𝗻𝘁𝗶𝗰 𝗘𝗻𝘁𝗿𝗼𝗽𝘆 (Oct 22, 2024): While traditional uncertainty methods treat different phrasings of the same answer as distinct responses, the new https://t.co/daIywkCDAY",https://x.com/GptMaestro/status/1849858547972178280,23,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,
1850213359901458620,2024-10-26,"𝗔𝗹𝗶𝗴𝗻𝗶𝗻𝗴 𝗟𝗮𝗿𝗴𝗲 𝗟𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗠𝗼𝗱𝗲𝗹𝘀 𝘃𝗶𝗮 𝗦𝗲𝗹𝗳-𝗦𝘁𝗲𝗲𝗿𝗶𝗻𝗴 𝗢𝗽𝘁𝗶𝗺𝗶𝘇𝗮𝘁𝗶𝗼𝗻 (Oct 22, 2024): Self-Steering Optimization (SSO) generates high-quality preference signals by having models evaluate their outputs against specific principles. https://t.co/f6twQCyKgo",https://x.com/GptMaestro/status/1850213359901458620,97,3,7,0,0,0,0,0,1,1,0,0,0,True,False,False,
1850259787545792905,2024-10-26,"𝗗𝗼 𝗟𝗟𝗠𝘀 ""𝗸𝗻𝗼𝘄"" 𝗶𝗻𝘁𝗲𝗿𝗻𝗮𝗹𝗹𝘆 𝘄𝗵𝗲𝗻 𝘁𝗵𝗲𝘆 𝗳𝗼𝗹𝗹𝗼𝘄 𝗶𝗻𝘀𝘁𝗿𝘂𝗰𝘁𝗶𝗼𝗻𝘀? (Oct 18, 2024): Research reveals LLMs encode a specific dimension in their neural representations that predicts instruction-following success from the first token. This https://t.co/zVPsNxs47u",https://x.com/GptMaestro/status/1850259787545792905,33,1,2,0,0,0,0,0,0,1,0,0,0,True,False,False,
1850374797689250095,2024-10-26,"𝗛𝗼𝘄 𝗡𝘂𝗺𝗲𝗿𝗶𝗰𝗮𝗹 𝗣𝗿𝗲𝗰𝗶𝘀𝗶𝗼𝗻 𝗔𝗳𝗳𝗲𝗰𝘁𝘀 𝗠𝗮𝘁𝗵𝗲𝗺𝗮𝘁𝗶𝗰𝗮𝗹 𝗥𝗲𝗮𝘀𝗼𝗻𝗶𝗻𝗴 𝗖𝗮𝗽𝗮𝗯𝗶𝗹𝗶𝘁𝗶𝗲𝘀 𝗼𝗳 𝗟𝗟𝗠𝘀 (Oct 17, 2024): Low-precision LLMs (e.g. int4) require exponentially larger models to handle basic arithmetic because they can't https://t.co/tQrZpTpO90",https://x.com/GptMaestro/status/1850374797689250095,21,0,2,0,0,0,1,0,0,0,0,0,0,True,False,False,10
